text,keyword,label
"Ok, so I know it`s nearly 10:30pm here but  made me want some ice cream... I can`t get the Italian stuff though","Ok, so I know it`s nearly 10:30pm here but  made me want some ice cream... I can`t get the Italian stuff though",neutral
 - I will help  not sure how when i`m alllll the way over here haha but i can try  have alot of free time right now haha,I will help,positive
Is actually feeling awake today,Is actually feeling awake today,neutral
work   Yay!,Yay,positive
Kyneton for breakfast this morning at Slow Living. Noice. Such a beautiful sunny autumn day  Drove back to Melb via Daylesford,Such a beautiful sunny autumn day,positive
 I`m here!... Jdubb is @ his funky job...I guess.. We`re neglected,neglected,negative
stopped for coffee at Maryland rest area; so did at least five entire middle schools; just my luck,stopped for coffee at Maryland rest area; so did at least five entire middle schools; just my luck,neutral
"Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6","Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6",neutral
miss him way to much... just cnt stop thinking of him   nite nite folkkz...,miss him way to much... just cnt stop thinking of him,negative
HAPPY MOTHER`S DAY !!,HAPPY MOTHER`S DAY !!,positive
 laptop has been handed over to the master. I will be getting it back next weekend - fingers crossed! Will let you know,laptop has been handed over to the master. I will be getting it back next weekend - fingers crossed! Will let you know,neutral
baaaaaaaah!!!! there`s a MEGA cockroach in the kitchen and i have no one to kill it!  heeeeelp me!!!! haha my retarded cats are no help!,retarded,negative
is having a cuppa and chilling... i lovebank holiday mondays,i lovebank holiday mondays,positive
 I`m dead bored. but also dead poor! Student life is a piss take!,bored.,negative
having bad day,having bad day,negative
 Thanks  Give it 5 stars!!11,Thanks,positive
 I`m fine thx. Had 3 days off and took advantage of them -> tired.  Waiting too see pics and read your blog.,I`m fine thx.,positive
 not my groom!  think i`ll die an old maid! lol,l die,negative
 whoa rad ! coffee makes me stay up all night,whoa rad ! coffee makes me stay up all night,neutral
On my shoot with Ron and Torey! Have lots of fun,fun,positive
 OMG I`M SOO EXCITED! i`ve been waiting for it ever since i saw the 5th one at midnight the night before!,OMG I`M SOO EXCITED!,positive
" trying to have a baby, don`t want my soda addiction to be a problem, so i quit  still sad and craving it though",l sad,negative
"Denny`s with Mike, Pat, and Jessie.","Denny`s with Mike, Pat, and Jessie.",neutral
 Hey Split Rock -- I`d know that llama anywhere,Hey Split Rock -- I`d know that llama anywhere,neutral
[Somewhere - Within Temptation] returned to mysefl. Keep working hard till June,hard,negative
fun day with boo. short but fun,fun day,positive
_Jean awessomee! cut my hurrr i give massage? orr alkie? or foodtour? yeaaah! &i`ll pray for ur cousin,awessomee!,positive
 Ahhh...can`t do this one....will be in las Vegas that weekend  #noctweetup,Ahhh...can`t do this one.,negative
 ima goodgirl I`m not down with takin advantage,goodgirl,positive
And then you find out today they had there first kiss! },And then you find out today they had there first kiss! },neutral
_Escobar some people seem to be getting over it pretty quick  and the guys to me didn`t seem to care,some people seem to be getting over it pretty quick  and the guys to me didn`t seem to care,neutral
i miss 'mr.',miss,negative
" haha yea! Just working and chillin in the eastbay. Unlike u, I don`t get a summer break  boo","haha yea! Just working and chillin in the eastbay. Unlike u, I don`t get a summer break  boo",neutral
Bug in **** cod4 system link. My map pack isnt working,isnt working,negative
" I`ve been busy and chained to my laptop  I`ll be at Webcom Wed afternoon, then likely Yul Blog. See you there?","I`ve been busy and chained to my laptop  I`ll be at Webcom Wed afternoon, then likely Yul Blog. See you there?",neutral
 good morning  good luck! Belive in you,good,positive
R.I.P. Sammie the Cat,R.I.P. Sammie the Cat,neutral
"Is having a darts party with the parentals, my neighbor, and !","Is having a darts party with the parentals, my neighbor, and !",neutral
do some research for my article,do some research for my article,neutral
When God created man i also believed he created a million people to get on ya **** for a laff,When God created man i also believed he created a million people to get on ya **** for a laff,negative
Aright Twitter Fam... guess ima be outties.. gonna try n sleep off some of this horrible pain,horrible,negative
" Pixies - Number 13 gives me such an energy rush. They are playing a festival close to me in June, but work won`t me me go",energy,positive
hut myself in the face with a hammer earlier by accident  obviously it hurts.,hurts.,negative
"the swine flu is in robina, gold coast","the swine flu is in robina, gold coast",neutral
Im bored   -musiic[BOX],Im bored,negative
" have a nice time, with plenty of dreams",nice,positive
Again.. check out http://www.myspace.com/therealfunkymonkey  ....these guys rock this one too  ? http://blip.fm/~5jkbc,rock,positive
i love love love silverstein.  work tomorrow. boo!,love,positive
Missing the shotgun match because I was guilted into going to the store with the wife.,Missing,negative
 haha... sorry  she should be in the whole like two people  follows,sorry,negative
 just tried DMing you but it tried to download some strange file so stopped!  How come no gmail MaccyM?  Missing you  SADS!!,?  Missing you  SADS,negative
they shot him  he was still alive too...,they shot him  he was still alive too...,neutral
Going crazy  super head ach from hell and my the in laws have ben here since 9 this morning. ahhhh,head ach,negative
" Did we hear our name ? Thanks Ankit, get them on to our parlour   #HokeyPokeyBandra",Thanks,positive
playing my new ds lite!    Love it!,Love it,positive
"I am sad... Tanner wasn`t invited to the Panthers development camp this year  Poor (other) Glassers. But Calla was, so good on him.",sad..,negative
"recovering from a hard day of homeschooling my dd, chemistry did NOT go well...","recovering from a hard day of homeschooling my dd, chemistry did NOT go well...",neutral
Said The Whale & Mother Mother? OK!,Said The Whale & Mother Mother? OK!,neutral
Im so full. Subway was bomb! Waiting for my 2nd shift to start,Subway was bomb!,positive
 lol. sounds like don`t call me babe  have done that too !! have you thought that over ?,lol. sounds like don`t call me babe  have done that too !! have you thought that over ?,neutral
 try installing Twibble which is a Java based app that should work on most phones,try installing Twibble which is a Java based app that should work on most phones,neutral
My car is broken.,My car is broken.,negative
" my grandpa called, wants to know what you are doing with his hat.. and when you plan to return it","my grandpa called, wants to know what you are doing with his hat.. and when you plan to return it",neutral
_LOCA thank you babe  What are you doin this evening?,thank you ba,positive
is soo bored its lovley day outside but nuttin to do,is soo bored its lovley day outside but nuttin to do,neutral
 _Yogini _My_Soles  i am sooo jealous  in a good way of course.  LC is awesome.,is aweso,positive
eat it caps.  3-2,eat it caps.  3-2,neutral
 Noooo! Poor SE,Poor,negative
 Your peanut butter soup was amazing and so was everything else!  Your soup was just a higher form of amazing,amazing,positive
"Nina was on my lap, but just decided to jump off","Nina was on my lap, but just decided to jump off",neutral
 its my going away partyyy  `s.  you should come!,its my going away partyyy  `s.  you should come!,neutral
 I have been sick for like 5 days now...,I have been sick,negative
is not sleeping because he has paperwork to do.,is not sleeping because he has paperwork to do.,neutral
Today is Will`s first baseball game!  GO BATS!,Today is Will`s first baseball game!  GO BATS!,neutral
" But it is our reality  , we must survive. What doesn`t kills, makes stronger. PA`LANTE LORE !","But it is our reality  , we must survive. What doesn`t kills, makes stronger",positive
: sorry forgot that,forgot,negative
 re: Edwards I hope so!,I hope so!,positive
 I`d like to put your fruity article on my website if you`ll permit,like,positive
Feels all kinds of not so well right now,not so well ri,negative
  i know i`m changin it again,i know i`m changin it again,neutral
 Come hang out wif meeee,Come hang out wif meeee,neutral
" well...as long as you have trees  yeh definately need to go find one, maybe after the crutches tho! :p","well...as long as you have trees  yeh definately need to go find one, maybe after the crutches tho! :p",neutral
Wide awake. Wishing I wasn`t. **** nightshift routines. Got turned down for the job in Nashville  oh well ...,Wide awake. Wishing I wasn`t. **** nightshift routines. Got turned down for the job in Nashville  oh well,negative
Tonight @ 10 on The Northland`s NewsCenter we kick off a week long look at Great Summer Getaways in the Northland! Don`t miss it!,Great Summer Ge,positive
"alright, back from my twitter decompression  Happy monday folks, what`s the good word?","Happy monday folks,",positive
"Fish fingers and potato croquettes it is then! Would love some baked beans, but they tend to hurt me.","Fish fingers and potato croquettes it is then! Would love some baked beans, but they tend to hurt me.",neutral
  lol hopefully it`ll happen like next timee near the new album,lol hopefully it`ll happen like next timee near the new album,neutral
  on your ani?  sorry,?  sorr,negative
_booey it doesn`t make up for the pitch,doesn`t make up,negative
missed Britains got talent    gutted.,missed,negative
